01/06/2010,6,13,14,21,25,35
05/06/2010,5,6,8,19,21,33
08/06/2010,15,16,23,27,35,37
12/06/2010,3,4,18,21,22,26
15/06/2010,1,3,7,21,24,32
19/06/2010,2,9,11,22,26,27
22/06/2010,5,16,26,31,34,35
26/06/2010,1,2,5,6,10,11
29/06/2010,9,11,15,20,31,36
03/07/2010,8,13,18,19,21,34
06/07/2010,2,6,12,25,28,31
10/07/2010,6,20,30,33,34,36
13/07/2010,1,2,4,12,17,33
17/07/2010,9,22,26,27,28,37
20/07/2010,2,10,23,32,33,39
24/07/2010,2,5,8,26,32,34
27/07/2010,12,18,21,22,32,37
31/07/2010,14,17,20,24,32,37
03/08/2010,11,15,35,37,38,39
07/08/2010,1,7,17,29,31,32
10/08/2010,1,8,20,23,28,35
14/08/2010,1,2,23,28,29,33
17/08/2010,3,17,18,20,24,38
21/08/2010,8,12,20,31,34,37
24/08/2010,11,17,24,26,28,33
28/08/2010,1,12,19,21,30,34
31/08/2010,4,5,9,24,29,37
04/09/2010,1,4,15,27,33,37
07/09/2010,2,4,6,13,17,20
11/09/2010,4,11,14,15,23,35
14/09/2010,11,16,19,20,23,34
18/09/2010,15,20,28,29,37,38
21/09/2010,6,9,12,16,35,36
25/09/2010,2,8,9,25,29,36
28/09/2010,9,17,18,28,37,39
02/10/2010,8,15,22,32,33,37
05/10/2010,3,4,13,24,28,32
09/10/2010,3,11,15,18,20,26
12/10/2010,8,15,18,24,26,33
16/10/2010,5,17,20,26,31,37
19/10/2010,7,10,13,15,17,21
23/10/2010,1,19,28,29,31,37
26/10/2010,6,16,19,25,30,38
30/10/2010,16,21,22,29,32,37
02/11/2010,13,16,23,24,29,39
06/11/2010,19,22,23,31,34,38
09/11/2010,4,8,14,17,30,39
13/11/2010,15,20,22,26,29,34
16/11/2010,2,17,35,36,37,38
20/11/2010,5,13,15,22,23,35
23/11/2010,3,7,13,16,21,39
27/11/2010,1,3,5,7,18,37
30/11/2010,13,20,25,28,30,35
04/12/2010,9,11,19,21,27,29
07/12/2010,1,4,6,10,11,18
11/12/2010,6,10,12,16,25,32
14/12/2010,5,19,30,32,35,37
18/12/2010,7,11,21,22,25,31
21/12/2010,2,10,17,23,28,37
25/12/2010,5,7,13,27,29,33
28/12/2010,2,8,19,22,26,38
01/01/2011,7,19,21,22,27,37
04/01/2011,5,9,10,19,21,33
08/01/2011,6,17,21,26,29,34
11/01/2011,3,6,10,15,37,38
15/01/2011,6,11,18,26,32,38
18/01/2011,1,14,16,22,23,25
22/01/2011,12,15,20,25,26,36
25/01/2011,12,17,20,24,29,33
29/01/2011,6,15,25,26,34,38
01/02/2011,10,15,18,28,30,36
05/02/2011,2,3,21,22,32,36
08/02/2011,12,13,25,28,32,33
12/02/2011,8,17,19,37,38,39
15/02/2011,4,10,13,15,20,21
19/02/2011,2,7,19,23,26,37
22/02/2011,15,16,22,27,28,37
26/02/2011,2,6,18,23,27,37
01/03/2011,10,12,16,30,33,34
05/03/2011,10,15,25,28,30,36
08/03/2011,4,7,15,17,23,26
12/03/2011,8,9,20,25,33,35
15/03/2011,1,5,10,13,26,28
19/03/2011,5,20,25,28,35,36
22/03/2011,5,11,13,15,27,37
26/03/2011,18,20,33,35,36,39
29/03/2011,3,9,19,28,31,35
02/04/2011,4,6,31,32,33,34
05/04/2011,4,5,6,18,31,33
09/04/2011,3,13,16,18,29,35
12/04/2011,15,16,21,26,37,39
16/04/2011,3,6,9,23,26,33
19/04/2011,15,16,23,26,29,34
23/04/2011,13,14,21,28,30,38
26/04/2011,4,12,19,25,31,38
30/04/2011,6,11,15,21,37,38
03/05/2011,5,6,15,20,28,31
07/05/2011,5,7,10,15,30,38
10/05/2011,3,6,17,29,30,31
14/05/2011,10,15,25,28,30,39
17/05/2011,3,4,6,17,27,34
21/05/2011,1,7,11,13,22,35
24/05/2011,2,3,5,7,8,19
28/05/2011,9,16,19,25,32,38
31/05/2011,14,16,20,24,37,38
04/06/2011,2,5,7,17,23,29
07/06/2011,12,14,16,17,28,30
11/06/2011,9,10,11,25,32,38
14/06/2011,2,7,8,11,33,36
18/06/2011,9,15,23,28,32,36
21/06/2011,2,15,27,28,31,37
25/06/2011,6,7,8,17,32,36
28/06/2011,2,6,8,10,24,38
02/07/2011,6,16,20,30,31,33
05/07/2011,11,15,18,21,25,34
09/07/2011,3,8,10,11,19,28
12/07/2011,5,12,15,20,23,32
16/07/2011,3,14,17,23,31,33
19/07/2011,4,12,20,22,25,26
23/07/2011,16,25,30,32,38,39
26/07/2011,9,14,18,24,28,33
30/07/2011,2,9,11,25,30,33
02/08/2011,2,11,12,29,30,34
06/08/2011,1,5,15,16,17,30
09/08/2011,14,15,27,32,33,35
13/08/2011,1,15,24,28,31,37
16/08/2011,9,12,15,16,20,21
20/08/2011,7,11,12,16,38,39
23/08/2011,2,14,18,23,32,38
27/08/2011,1,8,18,22,36,37
30/08/2011,2,11,13,17,24,37
03/09/2011,1,13,22,23,28,35
06/09/2011,8,15,26,28,37,39
10/09/2011,8,16,17,18,31,35
13/09/2011,1,6,23,24,28,29
17/09/2011,1,7,18,22,26,35
20/09/2011,2,9,17,20,23,34
24/09/2011,1,6,9,26,28,34
27/09/2011,2,7,9,11,38,39
01/10/2011,16,19,21,27,36,38
04/10/2011,16,17,23,26,31,37
08/10/2011,3,4,7,18,31,35
11/10/2011,6,8,10,22,26,28
15/10/2011,4,12,17,21,30,38
18/10/2011,2,14,15,17,22,28
22/10/2011,5,10,15,16,27,33
25/10/2011,8,12,15,21,36,38
29/10/2011,8,13,16,24,27,33
01/11/2011,2,7,9,30,32,33
05/11/2011,4,19,22,27,30,33
08/11/2011,5,7,11,17,23,32
12/11/2011,10,12,15,24,26,39
15/11/2011,9,18,19,32,34,39
19/11/2011,1,4,5,18,35,38
22/11/2011,4,16,25,33,37,39
26/11/2011,5,6,23,25,26,27
29/11/2011,17,21,26,28,36,37
03/12/2011,1,10,13,17,18,19
06/12/2011,1,6,12,26,30,37
10/12/2011,3,20,24,33,35,36
13/12/2011,3,17,20,24,33,36
17/12/2011,11,15,19,21,24,28
20/12/2011,6,11,13,21,25,36
24/12/2011,1,2,20,24,32,33
27/12/2011,4,18,19,21,34,38
31/12/2011,3,4,15,25,29,38
03/01/2012,3,16,22,23,31,33
07/01/2012,2,9,16,24,37,39
10/01/2012,2,3,4,24,26,32
14/01/2012,4,6,21,22,25,35
17/01/2012,3,8,19,21,28,31
21/01/2012,1,2,5,17,20,25
24/01/2012,2,9,12,16,17,26
28/01/2012,1,11,14,21,24,27
31/01/2012,1,17,19,29,31,35
04/02/2012,3,5,19,24,31,33
07/02/2012,2,14,16,19,32,38
11/02/2012,6,13,15,36,37,39
14/02/2012,4,16,23,24,28,37
18/02/2012,1,4,10,26,27,34
21/02/2012,4,7,9,12,21,37
25/02/2012,9,14,16,20,27,33
28/02/2012,2,10,13,18,24,34
03/03/2012,3,9,10,15,22,29
06/03/2012,8,10,12,17,19,33
10/03/2012,1,7,22,29,30,38
13/03/2012,3,7,21,27,29,37
17/03/2012,10,12,14,31,34,35
20/03/2012,5,6,10,15,29,35
24/03/2012,5,12,28,29,34,36
27/03/2012,1,16,23,26,28,34
31/03/2012,2,10,24,27,28,36
03/04/2012,11,16,18,30,32,33
07/04/2012,5,8,11,13,18,25
10/04/2012,15,19,23,24,29,33
14/04/2012,7,8,11,15,19,30
17/04/2012,3,18,28,30,32,36
21/04/2012,5,6,9,10,15,35
24/04/2012,3,14,23,24,25,26
28/04/2012,9,20,22,27,37,38
01/05/2012,7,15,16,17,20,32
05/05/2012,5,7,19,23,32,35
08/05/2012,6,8,9,15,34,35
12/05/2012,2,6,7,12,30,37
15/05/2012,8,9,15,16,22,29
19/05/2012,23,29,30,32,34,37
22/05/2012,7,20,22,23,24,38
26/05/2012,12,21,28,31,33,35
29/05/2012,3,11,16,20,29,36
02/06/2012,8,15,18,19,20,30
05/06/2012,7,12,18,27,28,29
09/06/2012,6,7,14,16,21,35
12/06/2012,13,17,18,21,26,34
16/06/2012,3,6,9,24,38,39
19/06/2012,6,9,17,20,37,39
23/06/2012,3,4,18,21,29,35
26/06/2012,6,13,20,29,35,37
30/06/2012,3,7,11,14,21,24
03/07/2012,4,15,19,27,28,36
07/07/2012,3,9,26,29,38,39
10/07/2012,7,8,13,27,33,35
14/07/2012,8,16,17,18,25,38
17/07/2012,1,8,10,12,20,37
21/07/2012,4,9,12,17,18,37
24/07/2012,1,2,7,20,21,33
28/07/2012,7,10,13,25,30,38
31/07/2012,16,21,25,29,34,36
04/08/2012,1,6,14,15,33,36
07/08/2012,13,15,16,17,24,33
11/08/2012,4,15,18,23,29,34
14/08/2012,1,4,11,20,26,37
18/08/2012,7,8,13,16,29,35
21/08/2012,17,24,27,32,36,38
25/08/2012,2,3,4,25,34,39
28/08/2012,6,16,18,19,30,37
01/09/2012,9,16,20,22,24,27
04/09/2012,5,6,10,16,29,38
08/09/2012,6,9,12,19,20,32
11/09/2012,2,3,18,30,31,39
15/09/2012,10,18,21,27,35,39
18/09/2012,2,17,23,30,33,38
22/09/2012,3,13,17,20,22,34
25/09/2012,8,12,20,24,25,36
29/09/2012,2,13,17,18,24,38
02/10/2012,4,18,25,26,36,37
06/10/2012,10,14,15,31,33,36
09/10/2012,4,9,24,25,36,39
13/10/2012,4,5,7,14,15,26
16/10/2012,6,11,14,24,37,38
20/10/2012,4,6,16,32,36,39
23/10/2012,1,16,19,32,35,36
27/10/2012,3,19,20,25,37,39
30/10/2012,4,9,14,17,31,34
03/11/2012,2,4,12,14,19,33
06/11/2012,8,16,24,30,32,34
10/11/2012,3,5,7,13,15,37
13/11/2012,3,8,13,16,19,25
17/11/2012,9,11,16,17,26,28
20/11/2012,2,7,12,20,34,35
24/11/2012,5,6,19,21,25,33
27/11/2012,16,25,29,34,36,38
01/12/2012,4,5,20,27,30,32
04/12/2012,6,9,30,35,38,39
08/12/2012,7,14,15,20,35,37
11/12/2012,5,6,13,14,29,32
15/12/2012,4,6,13,25,33,36
18/12/2012,7,9,23,24,28,29
22/12/2012,1,2,10,23,28,37
25/12/2012,4,8,14,15,29,37
29/12/2012,5,12,15,18,32,37
01/01/2013,5,7,8,12,23,36
05/01/2013,1,5,19,26,31,34
08/01/2013,5,10,17,24,27,37
12/01/2013,10,19,25,28,32,39
15/01/2013,3,17,30,31,37,38
19/01/2013,4,14,15,26,33,39
22/01/2013,8,11,19,22,34,37
26/01/2013,11,18,33,34,35,36
29/01/2013,3,15,21,25,26,32
02/02/2013,2,6,9,17,30,36
05/02/2013,14,15,19,21,24,35
09/02/2013,8,16,17,21,26,37
12/02/2013,1,3,25,29,35,37
16/02/2013,1,2,3,13,18,19
19/02/2013,2,7,15,17,25,37
23/02/2013,6,7,8,10,16,27
26/02/2013,1,4,16,22,32,33
02/03/2013,6,9,16,21,31,34
05/03/2013,1,15,19,24,32,38
09/03/2013,2,14,28,29,30,37
12/03/2013,10,14,20,27,28,32
16/03/2013,8,13,21,23,24,28
19/03/2013,2,3,12,21,29,39
23/03/2013,13,18,25,27,28,30
26/03/2013,11,15,18,26,28,38
30/03/2013,1,2,24,31,32,33
02/04/2013,2,22,27,29,31,37
06/04/2013,5,15,16,30,31,38
09/04/2013,17,18,25,31,34,35
13/04/2013,3,17,24,26,30,34
16/04/2013,5,11,22,23,31,35
20/04/2013,2,4,8,14,23,38
23/04/2013,3,14,16,35,37,39
27/04/2013,1,11,12,21,23,36
30/04/2013,2,11,13,20,24,35
04/05/2013,2,10,19,26,37,39
07/05/2013,4,7,14,21,34,37
11/05/2013,6,11,18,24,31,34
14/05/2013,3,5,8,14,17,33
18/05/2013,7,10,11,14,16,32
21/05/2013,5,12,24,27,28,35
25/05/2013,1,15,18,19,21,27
28/05/2013,6,15,25,29,37,39
01/06/2013,1,13,20,23,31,35
04/06/2013,13,21,25,29,32,37
08/06/2013,18,24,27,32,35,39
11/06/2013,4,7,19,22,30,36
15/06/2013,2,23,27,28,29,30
18/06/2013,1,7,25,31,32,37
22/06/2013,4,5,19,25,36,39
25/06/2013,9,13,18,29,35,39
29/06/2013,1,4,13,21,29,36
02/07/2013,1,7,12,24,27,29
06/07/2013,10,13,24,26,27,31
09/07/2013,5,11,20,25,26,29
13/07/2013,6,7,22,25,27,31
16/07/2013,3,7,14,17,24,25
20/07/2013,20,22,25,29,31,32
23/07/2013,1,2,10,14,19,32
27/07/2013,7,9,16,19,30,37
30/07/2013,11,13,23,32,37,39
03/08/2013,2,4,17,31,37,38
06/08/2013,4,8,15,19,33,35
10/08/2013,2,6,9,20,21,25
13/08/2013,8,11,17,31,36,38
17/08/2013,3,7,12,18,34,35
20/08/2013,6,12,21,24,25,36
24/08/2013,1,11,13,17,21,27
27/08/2013,5,18,24,25,35,38
31/08/2013,2,22,23,24,31,39
03/09/2013,12,13,15,20,26,38
07/09/2013,4,5,10,24,26,37
10/09/2013,9,21,24,33,36,37
14/09/2013,4,12,18,27,31,34
17/09/2013,1,3,22,29,33,34
21/09/2013,4,6,13,16,32,35
24/09/2013,3,10,21,23,25,28
28/09/2013,5,14,16,28,33,39
01/10/2013,3,6,8,17,33,38
05/10/2013,11,12,13,31,34,39
08/10/2013,11,14,27,29,32,33
12/10/2013,20,21,22,24,31,38
15/10/2013,7,20,23,24,28,33
19/10/2013,1,13,25,32,34,35
22/10/2013,1,2,6,8,23,31
26/10/2013,1,4,10,11,21,29
29/10/2013,1,12,16,21,28,39
02/11/2013,6,9,13,14,20,37
05/11/2013,5,13,17,18,32,35
09/11/2013,1,22,25,26,27,32
12/11/2013,8,20,27,29,32,39
16/11/2013,3,6,8,18,26,30
19/11/2013,6,10,11,17,23,34
23/11/2013,8,13,19,21,23,31
26/11/2013,14,18,21,29,34,38
30/11/2013,16,17,25,28,36,39
03/12/2013,14,16,17,25,26,38
07/12/2013,10,14,18,22,27,33
10/12/2013,1,8,20,21,27,36
14/12/2013,10,16,22,35,36,38
17/12/2013,11,17,18,28,31,36
21/12/2013,2,4,16,25,33,38
24/12/2013,1,2,12,18,21,25
28/12/2013,12,15,18,20,21,28
31/12/2013,2,12,13,18,21,34
04/01/2014,4,11,16,25,29,39
07/01/2014,3,15,18,24,27,36
11/01/2014,7,10,12,26,32,36
14/01/2014,4,7,14,32,37,38
18/01/2014,4,6,16,26,30,34
21/01/2014,4,5,13,21,38,39
25/01/2014,1,2,13,20,31,38
28/01/2014,3,8,12,22,28,39
01/02/2014,13,25,28,31,34,36
04/02/2014,19,20,22,24,27,35
08/02/2014,3,14,17,19,31,35
11/02/2014,3,6,10,16,31,37
15/02/2014,7,9,10,26,31,37
18/02/2014,18,24,28,31,34,37
22/02/2014,5,18,23,34,37,38
25/02/2014,1,3,9,11,20,32
01/03/2014,5,11,14,15,18,32
04/03/2014,8,10,23,26,33,38
08/03/2014,5,9,18,23,32,37
11/03/2014,7,13,18,30,36,37
15/03/2014,12,17,23,25,33,36
18/03/2014,11,21,26,27,33,34
22/03/2014,7,9,12,15,22,31
25/03/2014,3,7,8,19,20,31
29/03/2014,10,11,12,22,26,30
01/04/2014,7,10,15,24,26,31
05/04/2014,1,10,26,35,37,39
08/04/2014,7,13,16,24,37,39
12/04/2014,8,14,22,32,38,39
15/04/2014,6,13,15,16,19,38
19/04/2014,3,14,22,27,35,39
22/04/2014,8,10,14,18,32,33
26/04/2014,3,16,23,25,31,38
29/04/2014,8,14,33,34,38,39
03/05/2014,1,15,16,23,29,37
06/05/2014,2,12,20,35,36,39
10/05/2014,4,7,15,19,21,29
13/05/2014,8,22,25,27,32,36
17/05/2014,1,4,14,16,20,23
20/05/2014,4,5,6,12,17,25
24/05/2014,6,16,17,25,29,34
27/05/2014,5,6,12,16,19,28
31/05/2014,7,12,14,21,25,26
03/06/2014,9,22,31,33,37,39
07/06/2014,4,7,17,18,25,32
10/06/2014,8,18,24,27,28,30
14/06/2014,8,13,25,34,36,37
17/06/2014,11,14,20,21,30,33
21/06/2014,1,3,4,12,19,32
24/06/2014,1,12,15,18,23,27
28/06/2014,1,17,20,26,38,39
01/07/2014,4,6,13,19,25,36
05/07/2014,14,17,19,24,28,33
08/07/2014,1,13,16,17,31,34
12/07/2014,2,4,7,19,27,35
15/07/2014,2,9,13,17,26,27
19/07/2014,4,9,18,26,27,39
22/07/2014,22,23,30,32,35,37
26/07/2014,3,4,18,19,20,25
29/07/2014,7,12,20,22,25,34
02/08/2014,6,8,10,13,16,21
05/08/2014,9,15,19,20,26,34
09/08/2014,11,14,21,24,25,32
12/08/2014,1,6,23,25,30,34
16/08/2014,21,29,31,34,36,39
19/08/2014,1,2,10,17,22,38
23/08/2014,4,5,17,22,25,34
26/08/2014,4,8,9,25,34,36
30/08/2014,24,25,26,28,31,38
02/09/2014,5,11,13,16,18,26
06/09/2014,1,11,19,23,24,27
09/09/2014,9,10,19,24,25,33
13/09/2014,3,10,13,24,31,33
16/09/2014,11,12,14,22,26,36
20/09/2014,12,19,22,24,35,38
23/09/2014,5,7,14,19,21,24
27/09/2014,6,12,24,25,33,39
30/09/2014,6,17,28,30,36,38
04/10/2014,6,8,13,14,15,20
07/10/2014,1,11,12,29,33,37
11/10/2014,4,5,8,9,21,29
14/10/2014,8,10,11,20,22,37
18/10/2014,9,16,19,21,33,38
21/10/2014,10,29,30,32,33,34
25/10/2014,4,13,22,24,33,39
28/10/2014,2,10,29,31,36,37
01/11/2014,2,5,7,9,19,35
04/11/2014,1,3,7,12,18,37
08/11/2014,11,24,25,27,32,34
11/11/2014,10,21,23,32,34,39
15/11/2014,1,8,16,17,20,30
18/11/2014,4,14,15,21,24,31
22/11/2014,3,4,12,14,19,20
25/11/2014,2,6,11,12,17,21
29/11/2014,7,8,10,20,21,25
02/12/2014,1,4,5,17,24,34
06/12/2014,2,3,8,12,30,33
09/12/2014,10,11,16,17,19,26
13/12/2014,10,15,16,22,26,33
16/12/2014,6,11,20,25,31,39
20/12/2014,2,11,16,17,32,37
23/12/2014,8,12,14,28,34,35
27/12/2014,9,13,14,34,36,38
30/12/2014,10,11,21,31,34,38
03/01/2015,1,13,17,22,25,31
06/01/2015,1,2,12,13,17,24
10/01/2015,9,15,19,24,30,34
13/01/2015,2,10,11,19,33,35
17/01/2015,10,22,26,28,32,33
20/01/2015,6,15,20,24,26,39
24/01/2015,1,4,13,26,29,32
27/01/2015,10,14,18,27,33,35
31/01/2015,3,9,13,29,32,36
03/02/2015,4,9,10,35,38,39
07/02/2015,1,2,20,23,27,29
10/02/2015,1,8,9,14,23,26
14/02/2015,4,5,9,22,33,39
17/02/2015,14,18,25,26,29,39
21/02/2015,1,5,7,25,26,38
24/02/2015,4,7,8,9,11,26
28/02/2015,1,13,18,22,24,39
03/03/2015,7,8,21,28,32,38
07/03/2015,1,3,5,24,34,37
10/03/2015,3,14,17,21,23,35
14/03/2015,5,10,20,22,30,34
17/03/2015,2,19,23,32,35,39
21/03/2015,10,13,15,23,24,27
24/03/2015,16,21,22,25,32,33
28/03/2015,4,5,10,14,31,39
31/03/2015,3,7,15,16,32,38
04/04/2015,8,11,15,24,33,39
07/04/2015,4,5,27,29,33,36
11/04/2015,4,12,14,16,26,39
14/04/2015,5,6,11,12,22,26
18/04/2015,9,15,18,26,32,34
21/04/2015,1,24,25,29,37,38
25/04/2015,6,10,13,14,34,36
28/04/2015,4,19,26,28,34,36
02/05/2015,9,11,20,27,31,32
05/05/2015,3,7,9,25,29,32
09/05/2015,5,17,20,26,27,33
12/05/2015,2,5,16,21,25,31
16/05/2015,6,12,16,18,33,36
19/05/2015,2,15,17,31,34,38
23/05/2015,4,9,11,12,17,26
26/05/2015,7,17,20,32,34,39
30/05/2015,3,4,7,9,10,32
02/06/2015,6,14,18,32,34,36
06/06/2015,6,12,18,24,25,31
09/06/2015,4,20,22,28,31,34
13/06/2015,8,14,17,28,29,31
16/06/2015,10,25,26,30,36,38
20/06/2015,18,20,23,24,26,35
23/06/2015,10,22,23,25,33,39
27/06/2015,3,10,13,20,33,38
30/06/2015,8,9,15,19,29,39
04/07/2015,9,15,23,24,31,35
07/07/2015,5,8,17,21,26,34
11/07/2015,14,15,20,23,26,38
14/07/2015,5,15,20,21,24,31
18/07/2015,11,14,19,23,31,37
21/07/2015,7,10,23,27,31,39
25/07/2015,4,19,27,28,36,38
28/07/2015,12,20,24,28,38,39
01/08/2015,4,5,32,34,37,38
04/08/2015,12,19,22,24,28,38
08/08/2015,1,12,17,22,30,31
11/08/2015,9,10,16,17,18,34
15/08/2015,2,4,5,20,22,26
18/08/2015,7,20,25,26,36,37
22/08/2015,4,8,10,17,18,36
25/08/2015,1,3,12,19,30,35
29/08/2015,10,15,24,31,36,38
01/09/2015,10,14,16,22,27,28
05/09/2015,10,13,19,21,24,25
08/09/2015,7,10,11,13,23,26
12/09/2015,10,12,16,22,31,34
15/09/2015,2,3,8,9,12,37
19/09/2015,1,14,21,24,29,32
22/09/2015,1,9,20,27,32,36
26/09/2015,8,19,21,29,33,39
29/09/2015,1,3,16,26,33,34
03/10/2015,7,14,16,25,31,38
06/10/2015,27,30,32,35,36,38
10/10/2015,6,10,14,15,29,33
13/10/2015,1,11,24,26,32,33
17/10/2015,9,13,24,25,29,38
20/10/2015,5,12,21,23,34,38
24/10/2015,2,4,17,20,24,33
27/10/2015,1,3,12,16,20,22
31/10/2015,2,6,22,25,26,33
03/11/2015,1,7,10,15,19,39
07/11/2015,11,20,25,26,31,35
10/11/2015,5,8,10,11,12,39
14/11/2015,4,6,12,24,37,38
17/11/2015,6,11,16,20,22,31
21/11/2015,2,11,14,16,29,32
24/11/2015,6,18,19,20,25,36
28/11/2015,6,22,24,25,26,28
01/12/2015,4,5,10,19,22,37
05/12/2015,1,4,17,19,30,35
08/12/2015,15,17,23,28,30,35
12/12/2015,2,4,15,22,25,38
